Apparent_Mag,Redshift,FWHM_pixels,Color_g-r,Ellipticity,S/N,Label
19.281683642569007,0.01645215585950057,2.944483572802759,0.6223951703138122,0.0802661579692674,37.730900745197324,0
19.70763757947098,0.13668850484335324,4.093556722280862,0.017883409600715994,0.3983851164794641,37.92104292078162,1
18.471936865331156,0.006114815469111141,3.399290175988811,0.8368816155307144,0.022712233217639086,46.105784306868024,0
17.04251489818807,0.0,1.9986262203280278,0.8155983680956896,0.19531250453760868,47.69628130145939,0
19.587643680271995,0.015161782871149585,1.986814723821638,0.7079806361684852,0.18004095252276825,51.314369947203616,0
21.783370057211965,0.11541519236005318,3.851448207541583,1.2210450714949284,0.296021811112641,21.771880231584234,1
18.255399554084356,0.0025509735519355092,1.9598573800204946,0.5638703323211205,0.020758007900003872,35.38057705541439,0
15.659577999569322,0.012132937073729385,2.5009643802897794,0.3957278422329523,0.16592456684324053,54.06355206439838,0
16.088660203446537,0.002372752214337858,1.8846861201701612,0.36502422472278384,0.18294748419317486,37.09260791840795,0
19.603227738034082,0.0,4.135418030209227,0.5282224815439582,0.30898989453994924,39.160654069372875,1
20.540987893757976,0.0,0.08439027534333965,0.6459623861884237,0.2800511181510854,58.58419529409156,0
18.81448912291194,0.005083638143679526,3.145698077309848,0.3566134500738828,0.14763577693562194,47.5820523874994,0
20.09031486124832,0.03759660038911078,2.8139327737430135,0.4727590935731253,0.09744256878080056,13.463861426663225,0
17.457930303366414,0.00590717561886896,2.080729281652326,0.6380887180084305,0.017758006761779938,56.81546000986707,0
20.000310597377297,0.07953498394306928,3.172105283487082,0.9465572051576938,0.42376473970014517,21.993046764336498,1
17.512825266387114,0.006962739712233353,1.423303261221428,0.3951855350696255,0.0523779126455341,53.11583771069091,0
20.39384199350289,0.08967949556837722,4.350897962167972,0.858788463480181,0.3585697274893334,33.451673706012556,1
20.398043524099442,0.0508620671194209,1.061182841723571,0.8597162513441088,0.513412220414991,48.893231033623884,1
21.448096226886754,0.1418065360903109,3.5886575909614375,0.9591947122216787,0.20735221568484746,30.25890715959425,1
19.423656724656713,0.02203884437168816,2.3884429794552005,0.48745268378714707,0.10005279588565974,49.01810123393672,0
17.834217775799686,0.0,2.9494631505084166,0.5337862722257525,0.22377897035290334,32.78329521773793,1
17.82012738646548,0.024524675344707453,2.761395811681856,0.675118589902707,0.16222071440434022,22.917503233288464,0
21.5586676811304,0.076211785673227,4.170480617241212,0.5784428300879534,0.06693618509759036,47.26834487037543,1
20.564614289146274,0.03489742228212448,2.6303369187253054,1.237630435324431,0.1215882160699008,59.64009429883945,1
18.649068898028197,0.11191959628041914,3.1713815242510153,1.080956229324703,0.2183828996828711,32.558106408915584,1
20.061378763093582,0.029890627210926363,4.240824345420126,0.7460359300585244,0.2657100126989972,20.084759380872317,1
